"Date","Price","Open","High","Low","Vol.","Change %"
"Aug 14, 2020","25,183.01","25,072.45","25,378.53","25,040.55","1.43B","-0.19%"
"Aug 13, 2020","25,230.67","25,490.02","25,490.02","25,144.46","1.76B","-0.05%"
"Aug 12, 2020","25,244.02","24,868.63","25,291.80","24,685.44","1.76B","1.42%"
"Aug 11, 2020","24,890.68","24,662.04","25,031.57","24,662.04","1.63B","2.11%"
"Aug 10, 2020","24,377.43","24,376.82","24,536.01","24,272.67","1.26B","-0.63%"
