"Date","Price","Open","High","Low","Vol.","Change %"
"Aug 14, 2020","27,931.02","27,828.93","27,977.81","27,759.39","276.73M","0.12%"
"Aug 13, 2020","27,896.72","27,922.51","27,986.10","27,789.78","364.41M","-0.29%"
"Aug 12, 2020","27,976.84","27,860.24","28,043.89","27,843.32","342.07M","1.05%"
"Aug 11, 2020","27,686.91","27,961.64","28,154.88","27,624.51","430.09M","-0.38%"
"Aug 10, 2020","27,791.44","27,488.21","27,803.86","27,488.21","362.50M","1.30%"
