"Date","Price","Open","High","Low","Vol.","Change %"
"Aug 14, 2020","10,163.60","10,225.93","10,235.45","10,095.22","37.95M","-0.94%"
"Aug 13, 2020","10,260.11","10,280.63","10,303.02","10,243.27","41.96M","-0.18%"
"Aug 12, 2020","10,278.66","10,142.62","10,290.87","10,134.73","49.92M","1.24%"
"Aug 11, 2020","10,153.24","10,133.29","10,213.47","10,109.10","51.40M","0.62%"
"Aug 10, 2020","10,090.91","10,080.48","10,144.11","10,061.19","40.08M","0.23%"
