"Date","Price","Open","High","Low","Vol.","Change %"
"Aug 14, 2020","3,372.85","3,368.66","3,378.51","3,361.64","-","-0.02%"
"Aug 13, 2020","3,373.43","3,372.95","3,387.24","3,363.35","-","-0.20%"
"Aug 12, 2020","3,380.35","3,355.46","3,387.89","3,355.46","-","1.40%"
"Aug 11, 2020","3,333.69","3,370.34","3,381.01","3,326.44","-","-0.80%"
"Aug 10, 2020","3,360.47","3,356.04","3,363.29","3,335.44","-","0.27%"
