"Date","Price","Open","High","Low","Vol.","Change %"
"Aug 14, 2020","5,247.69","5,239.25","5,255.37","5,221.92","7.04B","0.16%"
"Aug 13, 2020","5,239.25","5,233.45","5,279.35","5,218.41","8.46B","0.11%"
"Aug 12, 2020","5,233.45","5,190.17","5,235.52","5,178.46","9.68B","0.83%"
"Aug 11, 2020","5,190.17","5,157.83","5,201.45","5,157.93","8.84B","0.63%"
"Aug 10, 2020","5,157.83","5,143.89","5,158.68","5,134.87","6.52B","0.27%"
