"Date","Price","Open","High","Low","Vol.","Change %"
"Aug 14, 2020","1,856.56","1,857.47","1,857.47","1,840.77","10.71M","-0.10%"
"Aug 13, 2020","1,858.35","1,856.65","1,881.46","1,854.78","14.61M","0.13%"
"Aug 12, 2020","1,855.86","1,848.54","1,856.84","1,839.14","17.23M","0.44%"
"Aug 11, 2020","1,847.73","1,830.21","1,857.95","1,822.13","23.94M","1.35%"
"Aug 10, 2020","1,823.15","1,822.48","1,832.65","1,812.95","16.62M","0.33%"
