"Date","Price","Open","High","Low","Vol.","Change %"
"Aug 14, 2020","4,441.52","4,475.61","4,475.61","4,418.65","38.35M","-0.84%"
"Aug 13, 2020","4,479.11","4,475.41","4,487.09","4,459.93","37.06M","-0.06%"
"Aug 12, 2020","4,481.69","4,438.29","4,481.69","4,438.29","51.58M","1.07%"
"Aug 11, 2020","4,434.06","4,402.81","4,467.73","4,402.81","68.40M","0.85%"
"Aug 10, 2020","4,396.49","4,379.98","4,408.37","4,368.39","46.41M","0.67%"
