"Date","Price","Open","High","Low","Vol.","Change %"
"Aug 14, 2020","12,901.34","12,965.22","12,971.08","12,797.52","54.99M","-0.71%"
"Aug 13, 2020","12,993.71","13,044.47","13,075.25","12,956.30","60.06M","-0.50%"
"Aug 12, 2020","13,058.63","12,917.34","13,101.12","12,879.11","62.44M","0.86%"
"Aug 11, 2020","12,946.89","12,806.97","13,046.13","12,802.06","77.57M","2.04%"
"Aug 10, 2020","12,687.53","12,729.10","12,753.12","12,605.82","49.57M","0.10%"
