"Date","Price","Open","High","Low","Vol.","Change %"
"Aug 14, 2020","3,305.05","3,339.33","3,339.33","3,275.91","30.33M","-1.13%"
"Aug 13, 2020","3,342.85","3,358.09","3,368.07","3,336.57","27.82M","-0.60%"
"Aug 12, 2020","3,363.18","3,327.88","3,377.44","3,321.46","39.37M","0.93%"
"Aug 11, 2020","3,332.12","3,269.91","3,349.76","3,269.91","43.23M","2.22%"
"Aug 10, 2020","3,259.71","3,259.27","3,276.61","3,239.25","26.23M","0.22%"
