"Date","Price","Open","High","Low","Vol.","Change %"
"Aug 14, 2020","7,154.30","7,224.10","7,227.60","7,064.00","175.80M","-1.33%"
"Aug 13, 2020","7,250.50","7,267.90","7,321.90","7,240.80","159.77M","-0.62%"
"Aug 12, 2020","7,296.00","7,250.30","7,317.90","7,225.70","219.85M","0.45%"
"Aug 11, 2020","7,263.50","7,104.00","7,290.10","7,104.00","271.63M","2.97%"
"Aug 10, 2020","7,053.90","7,004.40","7,053.90","6,957.00","208.03M","1.49%"
