"Date","Price","Open","High","Low","Vol.","Change %"
"Aug 14, 2020","6,076.91","6,069.67","6,076.91","6,014.78","251.85K","-0.34%"
"Aug 13, 2020","6,097.78","6,015.26","6,097.78","6,010.60","110.73K","1.71%"
"Aug 12, 2020","5,995.00","5,980.49","5,995.00","5,966.97","112.70K","0.69%"
"Aug 11, 2020","5,953.94","5,934.91","5,984.35","5,913.59","136.88K","0.39%"
"Aug 10, 2020","5,930.92","5,853.12","5,930.92","5,832.60","89.90K","1.45%"
