"Date","Price","Open","High","Low","Vol.","Change %"
"Aug 14, 2020","1,327.05","1,345.56","1,347.63","1,324.97","20.20B","-1.46%"
"Aug 13, 2020","1,346.69","1,349.08","1,353.53","1,343.09","24.24B","0.74%"
"Aug 11, 2020","1,336.84","1,334.10","1,343.16","1,332.24","22.70B","1.12%"
"Aug 10, 2020","1,322.01","1,327.16","1,330.17","1,321.90","15.86B","-0.18%"
