"Date","Price","Open","High","Low","Vol.","Change %"
"Aug 14, 2020","11,178.40","11,353.30","11,366.25","11,111.45","645.11K","-1.08%"
"Aug 13, 2020","11,300.45","11,334.85","11,359.30","11,269.95","562.36K","-0.07%"
"Aug 12, 2020","11,308.40","11,289.00","11,322.00","11,242.65","609.86K","-0.12%"
"Aug 11, 2020","11,322.50","11,322.25","11,373.60","11,299.15","586.09K","0.46%"
"Aug 10, 2020","11,270.15","11,270.25","11,337.30","11,238.00","492.00K","0.50%"
