"Date","Price","Open","High","Low","Vol.","Change %"
"Aug 14, 2020","1,323.80","1,328.20","1,328.20","1,306.00","-","-0.18%"
"Aug 13, 2020","1,326.13","1,306.74","1,326.13","1,304.59","-","1.45%"
"Aug 12, 2020","1,307.12","1,288.04","1,307.12","1,283.60","-","0.86%"
"Aug 11, 2020","1,296.01","1,268.93","1,301.19","1,268.93","-","2.21%"
"Aug 10, 2020","1,267.96","1,271.97","1,280.41","1,267.96","-","-0.27%"
