"Date","Price","Open","High","Low","Vol.","Change %"
"Aug 14, 2020","101,353.45","100,469.44","101,717.34","100,444.74","8.58M","0.89%"
"Aug 13, 2020","100,460.60","102,118.28","103,236.93","100,187.06","10.72M","-1.62%"
"Aug 12, 2020","102,117.79","102,175.95","103,116.11","100,697.78","10.11M","-0.06%"
"Aug 11, 2020","102,174.40","103,448.75","104,408.92","102,174.26","9.36M","-1.23%"
"Aug 10, 2020","103,444.48","102,776.02","103,722.49","101,282.05","8.26M","0.65%"
