"Date","Price","Open","High","Low","Vol.","Change %"
"Aug 14, 2020","560.84","568.51","568.86","557.27","88.15M","-1.60%"
"Aug 13, 2020","569.95","572.77","573.23","569.18","113.94M","-0.89%"
"Aug 12, 2020","575.06","564.67","575.71","564.67","104.29M","1.68%"
"Aug 11, 2020","565.56","561.75","569.09","561.07","107.04M","1.52%"
"Aug 10, 2020","557.08","560.34","561.63","555.49","76.44M","-0.44%"
