"Date","Price","Open","High","Low","Vol.","Change %"
"Aug 14, 2020","350.22","350.41","350.80","348.62","-","0.25%"
"Aug 13, 2020","349.34","349.61","351.79","349.13","-","0.17%"
"Aug 12, 2020","348.73","354.63","354.63","347.23","-","-1.29%"
"Aug 11, 2020","353.30","355.12","355.68","352.51","-","-0.44%"
"Aug 10, 2020","354.86","355.23","355.91","353.15","-","0.26%"
