"Date","Price","Open","High","Low","Vol.","Change %"
"Aug 14, 2020","2,407.49","2,427.85","2,435.00","2,383.69","968.12M","-1.23%"
"Aug 13, 2020","2,437.53","2,455.28","2,458.17","2,412.49","907.22M","0.21%"
"Aug 12, 2020","2,432.35","2,414.78","2,432.35","2,393.27","763.73M","0.57%"
"Aug 11, 2020","2,418.67","2,396.11","2,429.36","2,396.11","843.44M","1.35%"
"Aug 10, 2020","2,386.38","2,353.92","2,390.51","2,349.33","784.62M","1.48%"
