"Date","Price","Open","High","Low","Vol.","Change %"
"Aug 14, 2020","36,591.83","36,639.85","36,701.27","36,247.07","-","-0.45%"
"Aug 13, 2020","36,756.82","36,785.90","36,891.13","36,421.22","-","-0.08%"
"Aug 12, 2020","36,785.28","36,363.83","36,785.59","36,267.99","-","1.16%"
"Aug 11, 2020","36,363.83","36,301.82","36,652.60","36,248.35","-","0.17%"
"Aug 10, 2020","36,302.78","35,928.75","36,512.43","35,850.61","-","0.97%"
