"Date","Price","Open","High","Low","Vol.","Change %"
"Aug 14, 2020","22.05","22.27","23.55","21.79","-","-0.36%"
"Aug 13, 2020","22.13","22.20","22.92","21.45","-","-0.67%"
"Aug 12, 2020","22.28","22.82","22.88","21.54","-","-7.28%"
"Aug 11, 2020","24.03","21.85","24.93","20.28","-","8.59%"
"Aug 10, 2020","22.13","22.88","23.52","21.46","-","-0.36%"
