"Date","Price","Open","High","Low","Vol.","Change %"
"Aug 14, 2020","11,019.30","11,042.24","11,058.44","10,972.06","729.02M","-0.21%"
"Aug 13, 2020","11,042.50","11,026.86","11,124.85","11,007.50","750.92M","0.27%"
"Aug 12, 2020","11,012.24","10,878.12","11,036.72","10,877.16","811.57M","2.13%"
"Aug 11, 2020","10,782.82","10,942.66","10,989.42","10,762.71","969.23M","-1.69%"
"Aug 10, 2020","10,968.36","11,033.72","11,040.24","10,849.46","894.84M","-0.39%"
