Date,Price,Open,High,Low,Vol.,Change %
14-Aug-20,"6,090.04","6,185.62","6,185.62","6,036.13",513.44M,-1.55%
13-Aug-20,"6,185.62","6,280.12","6,280.12","6,185.62",515.77M,-1.50%
12-Aug-20,"6,280.12","6,154.34","6,297.20","6,151.64",680.85M,2.04%
11-Aug-20,"6,154.34","6,050.59","6,206.00","6,050.59",758.79M,1.71%
10-Aug-20,"6,050.59","6,032.18","6,099.48","6,028.49",558.06M,0.31%
,,,,,,
