"Date","Price","Open","High","Low","Vol.","Change %"
"Aug 14, 2020","2,246.32","2,269.05","2,269.60","2,221.51","2.87M","-0.99%"
"Aug 13, 2020","2,268.74","2,287.11","2,287.11","2,262.67","3.41M","-0.82%"
"Aug 12, 2020","2,287.58","2,272.39","2,299.29","2,262.09","4.89M","0.67%"
"Aug 11, 2020","2,272.39","2,219.87","2,285.88","2,215.39","4.29M","2.17%"
"Aug 10, 2020","2,224.13","2,195.46","2,225.06","2,195.42","3.29M","1.33%"
