"Date","Price","Open","High","Low","Vol.","Change %"
"Aug 14, 2020","1,460.68","1,476.59","1,477.85","1,460.68","11.97M","-1.45%"
"Aug 13, 2020","1,482.14","1,466.90","1,483.94","1,463.06","15.42M","0.48%"
"Aug 12, 2020","1,475.12","1,464.62","1,475.14","1,454.30","16.58M","0.30%"
"Aug 11, 2020","1,470.73","1,454.08","1,471.92","1,450.24","13.15M","2.17%"
"Aug 10, 2020","1,439.44","1,450.91","1,452.45","1,437.93","8.86M","-0.65%"
