"Date","Price","Open","High","Low","Vol.","Change %"
"Aug 13, 2020","1,415.54","1,421.48","1,425.71","1,414.04","24.36M","-0.69%"
"Aug 12, 2020","1,425.36","1,410.96","1,425.36","1,408.17","36.46M","1.00%"
"Aug 11, 2020","1,411.29","1,403.82","1,420.62","1,403.20","47.63M","0.89%"
"Aug 10, 2020","1,398.82","1,404.77","1,405.04","1,398.01","41.25M","-0.12%"
"Aug 09, 2020","1,400.52","1,398.78","1,403.49","1,398.24","26.76M","-0.18%"
