"Date","Price","Open","High","Low","Vol.","Change %"
"Aug 14, 2020","4,962.93","5,018.95","5,018.95","4,921.58","66.38M","-1.58%"
"Aug 13, 2020","5,042.38","5,055.42","5,079.02","5,037.55","57.69M","-0.61%"
"Aug 12, 2020","5,073.31","5,017.73","5,096.53","5,010.80","76.79M","0.90%"
"Aug 11, 2020","5,027.99","4,952.41","5,052.12","4,949.05","97.81M","2.41%"
"Aug 10, 2020","4,909.51","4,905.27","4,937.63","4,878.58","62.04M","0.41%"
