"Date","Price","Open","High","Low","Vol.","Change %"
"Aug 14, 2020","1,083.83","1,093.52","1,096.18","1,077.32","3.14B","-1.49%"
"Aug 13, 2020","1,100.26","1,119.48","1,125.92","1,095.84","3.87B","-1.25%"
"Aug 12, 2020","1,114.18","1,114.90","1,119.29","1,096.46","4.62B","0.37%"
"Aug 11, 2020","1,110.05","1,082.24","1,112.44","1,082.24","4.70B","3.21%"
"Aug 10, 2020","1,075.52","1,055.58","1,078.94","1,039.00","3.80B","1.41%"
