"Date","Price","Open","High","Low","Vol.","Change %"
"Aug 14, 2020","495.46","489.48","495.78","487.10","-","1.22%"
"Aug 13, 2020","489.48","489.25","492.03","487.79","-","0.05%"
"Aug 12, 2020","489.25","492.74","492.74","480.76","-","-0.71%"
"Aug 11, 2020","492.74","498.34","503.37","492.09","-","-1.12%"
"Aug 10, 2020","498.34","495.43","501.70","492.02","-","0.59%"
