"Date","Price","Open","High","Low","Vol.","Change %"
"Aug 14, 2020","12,795.46","12,709.97","12,801.31","12,679.19","3.90B","0.25%"
"Aug 13, 2020","12,763.13","12,758.87","12,812.80","12,717.13","3.63B","0.73%"
"Aug 12, 2020","12,670.35","12,713.63","12,730.96","12,625.54","3.44B","-0.86%"
"Aug 11, 2020","12,780.19","12,856.46","12,906.01","12,780.19","3.73B","-0.88%"
"Aug 10, 2020","12,894.00","12,786.80","12,933.16","12,786.80","3.95B","0.51%"
