"Date","Price","Open","High","Low","Vol.","Change %"
"Aug 14, 2020","215.23","216.74","217.43","213.61","28.34K","-0.31%"
"Aug 13, 2020","215.90","213.66","216.50","213.66","20.46K","1.05%"
"Aug 12, 2020","213.66","214.70","215.12","212.58","21.57K","-0.24%"
"Aug 11, 2020","214.17","210.53","214.19","208.51","32.06K","1.61%"
"Aug 10, 2020","210.78","209.56","212.35","209.46","22.65K","0.64%"
